store_id,item_id,Rule,Algorithms_Used
STORE_09,ITEM_002,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_003,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_004,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_005,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_006,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_007,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_008,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_009,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_010,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_011,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_012,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_013,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_014,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_015,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_016,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_017,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_018,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_019,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_020,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_021,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_022,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_023,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_024,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_025,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_026,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_027,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_028,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_029,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_030,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_031,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_032,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_033,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_034,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_035,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_036,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_037,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_038,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_039,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_040,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_041,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_042,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_09,ITEM_043,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_044,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_045,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_046,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_047,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_048,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_049,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_09,ITEM_050,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_001,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_002,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_003,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_004,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_005,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_006,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_007,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_008,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_009,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_010,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_011,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_012,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_013,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_014,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_015,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_016,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_017,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_018,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_019,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_020,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_021,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_022,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_023,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_024,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_025,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_026,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_027,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_028,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_029,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_030,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_031,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_032,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_033,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_034,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_035,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_036,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_037,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_038,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_039,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_040,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_041,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_042,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_043,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_044,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_045,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_046,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_047,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_10,ITEM_048,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_049,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_10,ITEM_050,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_001,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_002,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_003,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_004,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_005,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_006,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_007,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_008,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_009,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_010,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_011,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_012,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_013,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_014,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_015,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_016,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_017,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_018,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_019,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_020,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_021,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_022,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_023,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_024,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_025,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_026,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_027,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_028,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_029,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_030,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_031,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_032,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_033,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_034,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_035,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_036,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_037,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_038,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_039,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_040,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_041,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_042,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_11,ITEM_043,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_044,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_045,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_046,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_047,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_048,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_049,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_11,ITEM_050,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_001,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_002,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_003,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_004,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_005,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_006,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_007,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_008,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_009,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_010,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_011,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_012,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_013,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_014,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_015,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_016,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_017,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_018,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_019,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_020,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_021,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_022,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_023,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_024,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_025,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_026,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_027,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_028,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_029,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_030,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_031,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_032,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_033,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_034,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_035,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_036,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_037,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_038,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_039,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_040,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_041,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_042,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_043,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_044,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_045,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_046,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_047,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_048,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_12,ITEM_049,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_12,ITEM_050,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_13,ITEM_001,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
